,name,exchange,symbol,year,Name,Market Cap,Sector,Industry,Country
71495,NASDAQ_ARPO_2018.pdf,NASDAQ,ARPO,2018,Aerpio Pharmaceuticals,104853104.0,NoInfo,NoInfo,United States
71579,NASDAQ_ARQT_2019.pdf,NASDAQ,ARQT,2019,Arcutis Biotherapeutics Inc. Common Stock,636334842.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
71722,NASDAQ_ARQT_2020.pdf,NASDAQ,ARQT,2020,Arcutis Biotherapeutics Inc. Common Stock,636334842.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
71856,NASDAQ_ARQT_2021.pdf,NASDAQ,ARQT,2021,Arcutis Biotherapeutics Inc. Common Stock,636334842.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
72084,NASDAQ_ARRS_2015.pdf,NASDAQ,ARRS,2015,,,NoInfo,NoInfo,NoInfo
72228,NASDAQ_ARRS_2016.pdf,NASDAQ,ARRS,2016,,,NoInfo,NoInfo,NoInfo
72330,NASDAQ_ARRS_2017.pdf,NASDAQ,ARRS,2017,,,NoInfo,NoInfo,NoInfo
72472,NASDAQ_ARRS_2018.pdf,NASDAQ,ARRS,2018,,,NoInfo,NoInfo,NoInfo
72572,NASDAQ_ARTL_2019.pdf,NASDAQ,ARTL,2019,Artelo Biosciences Inc. Common Stock,5625705.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
72637,NASDAQ_ARTL_2020.pdf,NASDAQ,ARTL,2020,Artelo Biosciences Inc. Common Stock,5625705.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
72701,NASDAQ_ARTL_2021.pdf,NASDAQ,ARTL,2021,Artelo Biosciences Inc. Common Stock,5625705.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
72766,NASDAQ_ARTL_2022.pdf,NASDAQ,ARTL,2022,Artelo Biosciences Inc. Common Stock,5625705.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
72837,NASDAQ_ARTNA_2019.pdf,NASDAQ,ARTNA,2019,Artesian Resources Corporation Class A Common Stock,470348427.0,Utilities,Water Supply,United States
72899,NASDAQ_ARTNA_2020.pdf,NASDAQ,ARTNA,2020,Artesian Resources Corporation Class A Common Stock,470348427.0,Utilities,Water Supply,United States
72905,NASDAQ_ARTNA_2021.pdf,NASDAQ,ARTNA,2021,Artesian Resources Corporation Class A Common Stock,470348427.0,Utilities,Water Supply,United States
72974,NASDAQ_ARTNA_2022.pdf,NASDAQ,ARTNA,2022,Artesian Resources Corporation Class A Common Stock,470348427.0,Utilities,Water Supply,United States
73050,NASDAQ_ARTX_2013.pdf,NASDAQ,ARTX,2013,,,NoInfo,NoInfo,NoInfo
73083,NASDAQ_ARTX_2014.pdf,NASDAQ,ARTX,2014,,,NoInfo,NoInfo,NoInfo
73123,NASDAQ_ARTX_2015.pdf,NASDAQ,ARTX,2015,,,NoInfo,NoInfo,NoInfo
73151,NASDAQ_ARTX_2016.pdf,NASDAQ,ARTX,2016,,,NoInfo,NoInfo,NoInfo
73188,NASDAQ_ARTX_2017.pdf,NASDAQ,ARTX,2017,,,NoInfo,NoInfo,NoInfo
73288,NASDAQ_ARVN_2019.pdf,NASDAQ,ARVN,2019,Arvinas Inc. Common Stock,1243647641.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
73411,NASDAQ_ARVN_2020.pdf,NASDAQ,ARVN,2020,Arvinas Inc. Common Stock,1243647641.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
73536,NASDAQ_ARVN_2021.pdf,NASDAQ,ARVN,2021,Arvinas Inc. Common Stock,1243647641.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
73680,NASDAQ_ARVN_2022.pdf,NASDAQ,ARVN,2022,Arvinas Inc. Common Stock,1243647641.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
73818,NASDAQ_ASNA_2016.pdf,NASDAQ,ASNA,2016,,,NoInfo,NoInfo,NoInfo
73823,NASDAQ_ASNA_2017.pdf,NASDAQ,ASNA,2017,,,NoInfo,NoInfo,NoInfo
73898,NASDAQ_ASNA_2018.pdf,NASDAQ,ASNA,2018,,,NoInfo,NoInfo,NoInfo
73976,NASDAQ_ASNA_2019.pdf,NASDAQ,ASNA,2019,,,NoInfo,NoInfo,NoInfo
74062,NASDAQ_ASND_2018.pdf,NASDAQ,ASND,2018,Ascendis Pharma A/S American Depositary Shares,5147135688.0,Health Care,Biotechnology: Pharmaceutical Preparations,Denmark
74090,NASDAQ_ASND_2019.pdf,NASDAQ,ASND,2019,Ascendis Pharma A/S American Depositary Shares,5147135688.0,Health Care,Biotechnology: Pharmaceutical Preparations,Denmark
74120,NASDAQ_ASND_2020.pdf,NASDAQ,ASND,2020,Ascendis Pharma A/S American Depositary Shares,5147135688.0,Health Care,Biotechnology: Pharmaceutical Preparations,Denmark
74151,NASDAQ_ASND_2021.pdf,NASDAQ,ASND,2021,Ascendis Pharma A/S American Depositary Shares,5147135688.0,Health Care,Biotechnology: Pharmaceutical Preparations,Denmark
74186,NASDAQ_ASND_2022.pdf,NASDAQ,ASND,2022,Ascendis Pharma A/S American Depositary Shares,5147135688.0,Health Care,Biotechnology: Pharmaceutical Preparations,Denmark
74221,NASDAQ_ASPS_2019.pdf,NASDAQ,ASPS,2019,Altisource Portfolio Solutions S.A. Common Stock,115105916.0,Consumer Discretionary,Other Consumer Services,Luxembourg
74301,NASDAQ_ASPS_2020.pdf,NASDAQ,ASPS,2020,Altisource Portfolio Solutions S.A. Common Stock,115105916.0,Consumer Discretionary,Other Consumer Services,Luxembourg
74384,NASDAQ_ASPS_2021.pdf,NASDAQ,ASPS,2021,Altisource Portfolio Solutions S.A. Common Stock,115105916.0,Consumer Discretionary,Other Consumer Services,Luxembourg
74458,NASDAQ_ASPS_2022.pdf,NASDAQ,ASPS,2022,Altisource Portfolio Solutions S.A. Common Stock,115105916.0,Consumer Discretionary,Other Consumer Services,Luxembourg
74679,NASDAQ_ASYS_2016.pdf,NASDAQ,ASYS,2016,Amtech Systems Inc. Common Stock,142010469.0,Technology,Industrial Machinery/Components,United States
74704,NASDAQ_ASYS_2017.pdf,NASDAQ,ASYS,2017,Amtech Systems Inc. Common Stock,142010469.0,Technology,Industrial Machinery/Components,United States
74763,NASDAQ_ASYS_2018.pdf,NASDAQ,ASYS,2018,Amtech Systems Inc. Common Stock,142010469.0,Technology,Industrial Machinery/Components,United States
74820,NASDAQ_ASYS_2019.pdf,NASDAQ,ASYS,2019,Amtech Systems Inc. Common Stock,142010469.0,Technology,Industrial Machinery/Components,United States
74882,NASDAQ_ASYS_2020.pdf,NASDAQ,ASYS,2020,Amtech Systems Inc. Common Stock,142010469.0,Technology,Industrial Machinery/Components,United States
74946,NASDAQ_ATEC_2017.PDF,NASDAQ,ATEC,2017,Alphatec Holdings Inc. Common Stock,2105683267.0,Health Care,Medical/Dental Instruments,United States
75041,NASDAQ_ATEC_2018.pdf,NASDAQ,ATEC,2018,Alphatec Holdings Inc. Common Stock,2105683267.0,Health Care,Medical/Dental Instruments,United States
75123,NASDAQ_ATEC_2019.pdf,NASDAQ,ATEC,2019,Alphatec Holdings Inc. Common Stock,2105683267.0,Health Care,Medical/Dental Instruments,United States
75157,NASDAQ_ATEC_2020.pdf,NASDAQ,ATEC,2020,Alphatec Holdings Inc. Common Stock,2105683267.0,Health Care,Medical/Dental Instruments,United States
75241,NASDAQ_ATEC_2021.pdf,NASDAQ,ATEC,2021,Alphatec Holdings Inc. Common Stock,2105683267.0,Health Care,Medical/Dental Instruments,United States
75319,NASDAQ_ATEX_2020.pdf,NASDAQ,ATEX,2020,Anterix Inc. Common Stock,544900111.0,Telecommunications,Telecommunications Equipment,United States
75398,NASDAQ_ATEX_2021.pdf,NASDAQ,ATEX,2021,Anterix Inc. Common Stock,544900111.0,Telecommunications,Telecommunications Equipment,United States
75477,NASDAQ_ATEX_2022.pdf,NASDAQ,ATEX,2022,Anterix Inc. Common Stock,544900111.0,Telecommunications,Telecommunications Equipment,United States
75552,NASDAQ_ATHE_2019.pdf,NASDAQ,ATHE,2019,Alterity Therapeutics Limited American Depositary Shares,115128833.0,Health Care,Biotechnology: Pharmaceutical Preparations,Australia
75600,NASDAQ_ATHE_2020.pdf,NASDAQ,ATHE,2020,Alterity Therapeutics Limited American Depositary Shares,115128833.0,Health Care,Biotechnology: Pharmaceutical Preparations,Australia
75650,NASDAQ_ATHE_2021.pdf,NASDAQ,ATHE,2021,Alterity Therapeutics Limited American Depositary Shares,115128833.0,Health Care,Biotechnology: Pharmaceutical Preparations,Australia
75743,NASDAQ_ATHE_2022.pdf,NASDAQ,ATHE,2022,Alterity Therapeutics Limited American Depositary Shares,115128833.0,Health Care,Biotechnology: Pharmaceutical Preparations,Australia
75831,NASDAQ_ATLO_2019.pdf,NASDAQ,ATLO,2019,Ames National Corporation Common Stock,179213888.0,Finance,Major Banks,United States
75836,NASDAQ_ATLO_2020.pdf,NASDAQ,ATLO,2020,Ames National Corporation Common Stock,179213888.0,Finance,Major Banks,United States
75841,NASDAQ_ATLO_2021.pdf,NASDAQ,ATLO,2021,Ames National Corporation Common Stock,179213888.0,Finance,Major Banks,United States
75847,NASDAQ_ATLO_2022.pdf,NASDAQ,ATLO,2022,Ames National Corporation Common Stock,179213888.0,Finance,Major Banks,United States
75853,NASDAQ_ATRS_2015.pdf,NASDAQ,ATRS,2015,Antares Pharma,596847424.0,NoInfo,NoInfo,United States
75929,NASDAQ_ATSG_2019.pdf,NASDAQ,ATSG,2019,Air Transport Services Group Inc,1442253297.0,Consumer Discretionary,Air Freight/Delivery Services,United States
76014,NASDAQ_ATSG_2020.pdf,NASDAQ,ATSG,2020,Air Transport Services Group Inc,1442253297.0,Consumer Discretionary,Air Freight/Delivery Services,United States
76094,NASDAQ_ATSG_2021.pdf,NASDAQ,ATSG,2021,Air Transport Services Group Inc,1442253297.0,Consumer Discretionary,Air Freight/Delivery Services,United States
76115,NASDAQ_ATSG_2022.pdf,NASDAQ,ATSG,2022,Air Transport Services Group Inc,1442253297.0,Consumer Discretionary,Air Freight/Delivery Services,United States
76188,NASDAQ_ATVI_2019.pdf,NASDAQ,ATVI,2019,Activision Blizzard Inc. Common Stock,72554588915.0,Technology,Computer Software: Prepackaged Software,United States
76322,NASDAQ_ATVI_2020.pdf,NASDAQ,ATVI,2020,Activision Blizzard Inc. Common Stock,72554588915.0,Technology,Computer Software: Prepackaged Software,United States
76416,NASDAQ_ATVI_2021.pdf,NASDAQ,ATVI,2021,Activision Blizzard Inc. Common Stock,72554588915.0,Technology,Computer Software: Prepackaged Software,United States
76523,NASDAQ_ATVI_2022.pdf,NASDAQ,ATVI,2022,Activision Blizzard Inc. Common Stock,72554588915.0,Technology,Computer Software: Prepackaged Software,United States
76622,NASDAQ_AVAV_2019.pdf,NASDAQ,AVAV,2019,AeroVironment Inc. Common Stock,2338185514.0,Industrials,Aerospace,United States
76758,NASDAQ_AVAV_2020.pdf,NASDAQ,AVAV,2020,AeroVironment Inc. Common Stock,2338185514.0,Industrials,Aerospace,United States
76870,NASDAQ_AVAV_2021.pdf,NASDAQ,AVAV,2021,AeroVironment Inc. Common Stock,2338185514.0,Industrials,Aerospace,United States
76998,NASDAQ_AVAV_2022.pdf,NASDAQ,AVAV,2022,AeroVironment Inc. Common Stock,2338185514.0,Industrials,Aerospace,United States
77136,NASDAQ_AVCT_2020.pdf,NASDAQ,AVCT,2020,American Virtual Cloud,19417060.0,NoInfo,NoInfo,United States
77199,NASDAQ_AVCT_2021.pdf,NASDAQ,AVCT,2021,American Virtual Cloud,19417060.0,NoInfo,NoInfo,United States
77279,NASDAQ_AVXL_2020.pdf,NASDAQ,AVXL,2020,Anavex Life Sciences Corp. Common Stock,646701784.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
77345,NASDAQ_AXAS_2016.pdf,NASDAQ,AXAS,2016,,,NoInfo,NoInfo,NoInfo
77427,NASDAQ_AXAS_2017.pdf,NASDAQ,AXAS,2017,,,NoInfo,NoInfo,NoInfo
77578,NASDAQ_AXAS_2018.pdf,NASDAQ,AXAS,2018,,,NoInfo,NoInfo,NoInfo
77731,NASDAQ_AXAS_2021.pdf,NASDAQ,AXAS,2021,,,NoInfo,NoInfo,NoInfo
77867,NASDAQ_AXDX_2019.pdf,NASDAQ,AXDX,2019,Accelerate Diagnostics Inc. Common Stock,95876781.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
77955,NASDAQ_AXDX_2020.pdf,NASDAQ,AXDX,2020,Accelerate Diagnostics Inc. Common Stock,95876781.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
78030,NASDAQ_AXDX_2021.pdf,NASDAQ,AXDX,2021,Accelerate Diagnostics Inc. Common Stock,95876781.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
78117,NASDAQ_AXDX_2022.pdf,NASDAQ,AXDX,2022,Accelerate Diagnostics Inc. Common Stock,95876781.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
78217,NASDAQ_BCOW_2021.pdf,NASDAQ,BCOW,2021,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,37910865.0,Finance,Finance: Consumer Services,United States
78298,NASDAQ_BCOW_2022.pdf,NASDAQ,BCOW,2022,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,37910865.0,Finance,Finance: Consumer Services,United States
78379,NASDAQ_CRMT_2019.pdf,NASDAQ,CRMT,2019,America's Car-Mart Inc Common Stock,751472557.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
78429,NASDAQ_CRMT_2020.pdf,NASDAQ,CRMT,2020,America's Car-Mart Inc Common Stock,751472557.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
78480,NASDAQ_CRMT_2021.pdf,NASDAQ,CRMT,2021,America's Car-Mart Inc Common Stock,751472557.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
78534,NASDAQ_CRMT_2022.pdf,NASDAQ,CRMT,2022,America's Car-Mart Inc Common Stock,751472557.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
78592,NASDAQ_DBVT_2017.pdf,NASDAQ,DBVT,2017,DBV Technologies S.A. American Depositary Shares,316334992.0,Health Care,Biotechnology: Pharmaceutical Preparations,France
78776,NASDAQ_DBVT_2018.pdf,NASDAQ,DBVT,2018,DBV Technologies S.A. American Depositary Shares,316334992.0,Health Care,Biotechnology: Pharmaceutical Preparations,France
78963,NASDAQ_DBVT_2019.pdf,NASDAQ,DBVT,2019,DBV Technologies S.A. American Depositary Shares,316334992.0,Health Care,Biotechnology: Pharmaceutical Preparations,France
79174,NASDAQ_DBVT_2020.pdf,NASDAQ,DBVT,2020,DBV Technologies S.A. American Depositary Shares,316334992.0,Health Care,Biotechnology: Pharmaceutical Preparations,France
79356,NASDAQ_DBVT_2021.pdf,NASDAQ,DBVT,2021,DBV Technologies S.A. American Depositary Shares,316334992.0,Health Care,Biotechnology: Pharmaceutical Preparations,France
79483,NASDAQ_DDD_2017.pdf,NASDAQ,DDD,2017,3D Systems Corporation Common Stock,1217120256.0,Technology,Computer Software: Prepackaged Software,United States
79547,NASDAQ_DDD_2018.pdf,NASDAQ,DDD,2018,3D Systems Corporation Common Stock,1217120256.0,Technology,Computer Software: Prepackaged Software,United States
79607,NASDAQ_DDD_2019.pdf,NASDAQ,DDD,2019,3D Systems Corporation Common Stock,1217120256.0,Technology,Computer Software: Prepackaged Software,United States
79628,NASDAQ_DDD_2020.pdf,NASDAQ,DDD,2020,3D Systems Corporation Common Stock,1217120256.0,Technology,Computer Software: Prepackaged Software,United States
79742,NASDAQ_DDD_2021.pdf,NASDAQ,DDD,2021,3D Systems Corporation Common Stock,1217120256.0,Technology,Computer Software: Prepackaged Software,United States
79926,NASDAQ_DOO_2018.pdf,NASDAQ,DOO,2018,,,NoInfo,NoInfo,NoInfo
79932,NASDAQ_DOO_2019.pdf,NASDAQ,DOO,2019,,,NoInfo,NoInfo,NoInfo
79940,NASDAQ_DOO_2020.pdf,NASDAQ,DOO,2020,,,NoInfo,NoInfo,NoInfo
79951,NASDAQ_DOO_2021.pdf,NASDAQ,DOO,2021,,,NoInfo,NoInfo,NoInfo
79961,NASDAQ_EGHT_2019.pdf,NASDAQ,EGHT,2019,8x8 Inc Common Stock,513166334.0,Technology,EDP Services,United States
80035,NASDAQ_EGHT_2020.pdf,NASDAQ,EGHT,2020,8x8 Inc Common Stock,513166334.0,Technology,EDP Services,United States
80120,NASDAQ_EGHT_2021.pdf,NASDAQ,EGHT,2021,8x8 Inc Common Stock,513166334.0,Technology,EDP Services,United States
80189,NASDAQ_EGHT_2022.pdf,NASDAQ,EGHT,2022,8x8 Inc Common Stock,513166334.0,Technology,EDP Services,United States
80256,NASDAQ_ERI_2020.pdf,NASDAQ,ERI,2020,,,NoInfo,NoInfo,NoInfo
80418,NASDAQ_ETNB_2019.pdf,NASDAQ,ETNB,2019,89bio Inc. Common Stock,1279570070.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
80556,NASDAQ_ETNB_2020.pdf,NASDAQ,ETNB,2020,89bio Inc. Common Stock,1279570070.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
80629,NASDAQ_ETNB_2021.pdf,NASDAQ,ETNB,2021,89bio Inc. Common Stock,1279570070.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
80701,NASDAQ_FLWS_2019.pdf,NASDAQ,FLWS,2019,1-800-FLOWERS.COM Inc. Common Stock,506225167.0,Consumer Discretionary,Other Specialty Stores,United States
80740,NASDAQ_FLWS_2020.pdf,NASDAQ,FLWS,2020,1-800-FLOWERS.COM Inc. Common Stock,506225167.0,Consumer Discretionary,Other Specialty Stores,United States
80778,NASDAQ_FLWS_2021.pdf,NASDAQ,FLWS,2021,1-800-FLOWERS.COM Inc. Common Stock,506225167.0,Consumer Discretionary,Other Specialty Stores,United States
80818,NASDAQ_FLWS_2022.pdf,NASDAQ,FLWS,2022,1-800-FLOWERS.COM Inc. Common Stock,506225167.0,Consumer Discretionary,Other Specialty Stores,United States
80882,NASDAQ_FOLD_2019.pdf,NASDAQ,FOLD,2019,Amicus Therapeutics Inc. Common Stock,3904378412.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
80981,NASDAQ_FOLD_2020.pdf,NASDAQ,FOLD,2020,Amicus Therapeutics Inc. Common Stock,3904378412.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
81085,NASDAQ_FOLD_2021.pdf,NASDAQ,FOLD,2021,Amicus Therapeutics Inc. Common Stock,3904378412.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
81183,NASDAQ_FOLD_2022.pdf,NASDAQ,FOLD,2022,Amicus Therapeutics Inc. Common Stock,3904378412.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
81282,NASDAQ_FUV_2019.pdf,NASDAQ,FUV,2019,Arcimoto Inc. Common Stock,10860609.0,Consumer Discretionary,Motor Vehicles,United States
81339,NASDAQ_FUV_2020.pdf,NASDAQ,FUV,2020,Arcimoto Inc. Common Stock,10860609.0,Consumer Discretionary,Motor Vehicles,United States
81388,NASDAQ_FUV_2021.pdf,NASDAQ,FUV,2021,Arcimoto Inc. Common Stock,10860609.0,Consumer Discretionary,Motor Vehicles,United States
81448,NASDAQ_FUV_2022.pdf,NASDAQ,FUV,2022,Arcimoto Inc. Common Stock,10860609.0,Consumer Discretionary,Motor Vehicles,United States
81508,NASDAQ_GPP_2018.pdf,NASDAQ,GPP,2018,Green Plains Partners LP Common Units,320573675.0,Industrials,Major Chemicals,United States
81591,NASDAQ_GPP_2019.pdf,NASDAQ,GPP,2019,Green Plains Partners LP Common Units,320573675.0,Industrials,Major Chemicals,United States
81679,NASDAQ_GPP_2020.pdf,NASDAQ,GPP,2020,Green Plains Partners LP Common Units,320573675.0,Industrials,Major Chemicals,United States
81753,NASDAQ_GPP_2021.pdf,NASDAQ,GPP,2021,Green Plains Partners LP Common Units,320573675.0,Industrials,Major Chemicals,United States
81819,NASDAQ_HURC_2019.pdf,NASDAQ,HURC,2019,Hurco Companies Inc. Common Stock,144932545.0,Industrials,Industrial Machinery/Components,United States
81879,NASDAQ_HURC_2020.pdf,NASDAQ,HURC,2020,Hurco Companies Inc. Common Stock,144932545.0,Industrials,Industrial Machinery/Components,United States
81961,NASDAQ_HURC_2021.pdf,NASDAQ,HURC,2021,Hurco Companies Inc. Common Stock,144932545.0,Industrials,Industrial Machinery/Components,United States
82022,NASDAQ_HURC_2022.pdf,NASDAQ,HURC,2022,Hurco Companies Inc. Common Stock,144932545.0,Industrials,Industrial Machinery/Components,United States
82079,NASDAQ_IBCP_2016.pdf,NASDAQ,IBCP,2016,Independent Bank Corporation Common Stock,409501364.0,Finance,Major Banks,United States
82189,NASDAQ_IBCP_2017.pdf,NASDAQ,IBCP,2017,Independent Bank Corporation Common Stock,409501364.0,Finance,Major Banks,United States
82299,NASDAQ_IBCP_2018.pdf,NASDAQ,IBCP,2018,Independent Bank Corporation Common Stock,409501364.0,Finance,Major Banks,United States
82413,NASDAQ_IBCP_2019.pdf,NASDAQ,IBCP,2019,Independent Bank Corporation Common Stock,409501364.0,Finance,Major Banks,United States
82523,NASDAQ_IBCP_2020.pdf,NASDAQ,IBCP,2020,Independent Bank Corporation Common Stock,409501364.0,Finance,Major Banks,United States
82610,NASDAQ_IBTX_2015.pdf,NASDAQ,IBTX,2015,Independent Bank Group Inc Common Stock,1694605534.0,Finance,Major Banks,United States
82703,NASDAQ_IBTX_2016.pdf,NASDAQ,IBTX,2016,Independent Bank Group Inc Common Stock,1694605534.0,Finance,Major Banks,United States
82744,NASDAQ_IBTX_2017.pdf,NASDAQ,IBTX,2017,Independent Bank Group Inc Common Stock,1694605534.0,Finance,Major Banks,United States
82874,NASDAQ_IBTX_2018.pdf,NASDAQ,IBTX,2018,Independent Bank Group Inc Common Stock,1694605534.0,Finance,Major Banks,United States
82982,NASDAQ_IBTX_2020.pdf,NASDAQ,IBTX,2020,Independent Bank Group Inc Common Stock,1694605534.0,Finance,Major Banks,United States
83089,NASDAQ_ICUI_2016.pdf,NASDAQ,ICUI,2016,ICU Medical Inc. Common Stock,4089257375.0,Health Care,Medical/Dental Instruments,United States
83150,NASDAQ_ICUI_2017.pdf,NASDAQ,ICUI,2017,ICU Medical Inc. Common Stock,4089257375.0,Health Care,Medical/Dental Instruments,United States
83217,NASDAQ_ICUI_2018.pdf,NASDAQ,ICUI,2018,ICU Medical Inc. Common Stock,4089257375.0,Health Care,Medical/Dental Instruments,United States
83293,NASDAQ_ICUI_2019.pdf,NASDAQ,ICUI,2019,ICU Medical Inc. Common Stock,4089257375.0,Health Care,Medical/Dental Instruments,United States
83368,NASDAQ_ICUI_2020.PDF,NASDAQ,ICUI,2020,ICU Medical Inc. Common Stock,4089257375.0,Health Care,Medical/Dental Instruments,United States
83382,NASDAQ_INDB_2015.pdf,NASDAQ,INDB,2015,Independent Bank Corp. Common Stock,2357157660.0,Finance,Major Banks,United States
83385,NASDAQ_INDB_2016.pdf,NASDAQ,INDB,2016,Independent Bank Corp. Common Stock,2357157660.0,Finance,Major Banks,United States
83387,NASDAQ_INDB_2017.pdf,NASDAQ,INDB,2017,Independent Bank Corp. Common Stock,2357157660.0,Finance,Major Banks,United States
83390,NASDAQ_INDB_2018.pdf,NASDAQ,INDB,2018,Independent Bank Corp. Common Stock,2357157660.0,Finance,Major Banks,United States
83394,NASDAQ_INDB_2019.pdf,NASDAQ,INDB,2019,Independent Bank Corp. Common Stock,2357157660.0,Finance,Major Banks,United States
83398,NASDAQ_INGN_2016.pdf,NASDAQ,INGN,2016,Inogen Inc Common Stock,199768697.0,Health Care,Industrial Specialties,United States
83515,NASDAQ_INGN_2017.pdf,NASDAQ,INGN,2017,Inogen Inc Common Stock,199768697.0,Health Care,Industrial Specialties,United States
83628,NASDAQ_INGN_2018.pdf,NASDAQ,INGN,2018,Inogen Inc Common Stock,199768697.0,Health Care,Industrial Specialties,United States
83733,NASDAQ_INGN_2019.pdf,NASDAQ,INGN,2019,Inogen Inc Common Stock,199768697.0,Health Care,Industrial Specialties,United States
83849,NASDAQ_INGN_2020.pdf,NASDAQ,INGN,2020,Inogen Inc Common Stock,199768697.0,Health Care,Industrial Specialties,United States
83974,NASDAQ_INSM_2016.pdf,NASDAQ,INSM,2016,Insmed Incorporated Common Stock,2904654291.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
84121,NASDAQ_INSM_2017.pdf,NASDAQ,INSM,2017,Insmed Incorporated Common Stock,2904654291.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
84271,NASDAQ_INSM_2018.pdf,NASDAQ,INSM,2018,Insmed Incorporated Common Stock,2904654291.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
84372,NASDAQ_INSM_2019.pdf,NASDAQ,INSM,2019,Insmed Incorporated Common Stock,2904654291.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
84466,NASDAQ_INSM_2020.pdf,NASDAQ,INSM,2020,Insmed Incorporated Common Stock,2904654291.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
84564,NASDAQ_INSY_2015.pdf,NASDAQ,INSY,2015,,,NoInfo,NoInfo,NoInfo
84677,NASDAQ_INSY_2016.pdf,NASDAQ,INSY,2016,,,NoInfo,NoInfo,NoInfo
84784,NASDAQ_INSY_2017.pdf,NASDAQ,INSY,2017,,,NoInfo,NoInfo,NoInfo
84906,NASDAQ_INSY_2018.pdf,NASDAQ,INSY,2018,,,NoInfo,NoInfo,NoInfo
85029,NASDAQ_IOSP_2016.pdf,NASDAQ,IOSP,2016,Innospec Inc. Common Stock,2623708935.0,Industrials,Major Chemicals,United States
85078,NASDAQ_IOSP_2017.pdf,NASDAQ,IOSP,2017,Innospec Inc. Common Stock,2623708935.0,Industrials,Major Chemicals,United States
85128,NASDAQ_IOSP_2018.pdf,NASDAQ,IOSP,2018,Innospec Inc. Common Stock,2623708935.0,Industrials,Major Chemicals,United States
85177,NASDAQ_IOSP_2019.pdf,NASDAQ,IOSP,2019,Innospec Inc. Common Stock,2623708935.0,Industrials,Major Chemicals,United States
85238,NASDAQ_IOSP_2020.pdf,NASDAQ,IOSP,2020,Innospec Inc. Common Stock,2623708935.0,Industrials,Major Chemicals,United States
85288,NASDAQ_ISBC_2016.pdf,NASDAQ,ISBC,2016,Investors Bancorp,4258108416.0,NoInfo,NoInfo,United States
85429,NASDAQ_ISBC_2017.pdf,NASDAQ,ISBC,2017,Investors Bancorp,4258108416.0,NoInfo,NoInfo,United States
85570,NASDAQ_ISBC_2018.pdf,NASDAQ,ISBC,2018,Investors Bancorp,4258108416.0,NoInfo,NoInfo,United States
85714,NASDAQ_ISBC_2019.pdf,NASDAQ,ISBC,2019,Investors Bancorp,4258108416.0,NoInfo,NoInfo,United States
85828,NASDAQ_ISBC_2020.pdf,NASDAQ,ISBC,2020,Investors Bancorp,4258108416.0,NoInfo,NoInfo,United States
85938,NASDAQ_ITCI_2016.pdf,NASDAQ,ITCI,2016,Intra-Cellular Therapies Inc. Common Stock,5950265030.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
86032,NASDAQ_ITCI_2017.pdf,NASDAQ,ITCI,2017,Intra-Cellular Therapies Inc. Common Stock,5950265030.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
86127,NASDAQ_ITCI_2018.pdf,NASDAQ,ITCI,2018,Intra-Cellular Therapies Inc. Common Stock,5950265030.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
86221,NASDAQ_ITCI_2019.pdf,NASDAQ,ITCI,2019,Intra-Cellular Therapies Inc. Common Stock,5950265030.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
